Token;accord
le;
dejeuner;
du;
secretaire;
0;
qui;
doit;
etre;
tres;
court;
0;
"
";
on;
se;
remet;
a;
l';
ouvrage;
.;
Si;
je;
sors;
0;
le;
secretaire;
m';
accompagne;
";";
il;
a;
un;
"
";
crayon;
et;
du;
papier;
.;
Je;
dicte;
toujours;
:;
en;
voiture;
0;
a;
la;
promenade;
0;
en;
"
";
visite;
0;
partout;
l;
le;
soir;
0;
le;
secretaire;
dine;
avec;
moi;
.;
Apres;
le;
diner;
0;
nous;
"
";
relisons;
ce;
que;
j';
ai;
dicte;
dans;
la;
journee;
.;
Je;
me;
couche;
a;
huit;
heures;
0;
"
";
et;
le;
secretaire;
est;
libre;
jusqu';
au;
lendemain;
.;
Je;
donne;
cent;
francs;
par;
"
";
mois;
et;
le;
diner;
.;
Ce;
n';
est;
pas;
le;
Perou;
";";
mais;
dans;
trois;
ans;
0;
les;
memoires;
"
";
termines;
0;
il;
y;
aura;
un;
cadeau;
0;
et;
un;
cadeau;
royal;
0;
foi;
d';
Hacquevillel;
"
";
ce;
que;
je;
demande;
0;
c';
est;
qu';
on;
soit;
exact;
0;
qu';
on;
ne;
se;
marie;
pas;
0;
et;
"
";
qu';
on;
sache;
ecrire;
tres;
vite;
sous;
la;
dictee;
.;
Savez;
-vous;
ecrire;
sous;
la;
"
";
dictee?on;
"
";
-0;
Ohl;
parfaitement;
0;
monsieur;
le;
marquis;
0;
repondis;
-je;
avec;
une;
"
";
forte;
envie;
de;
rire;
.;
"
";
C';
etait;
si;
comique;
0;
en;
effet;
0;
cet;
acharnement;
du;
destin;
a;
me;
faire;
"
";
ecrire;
sous;
la;
dictee;
toute;
ma;
viel;
...;
"
";
-0;
Eh;
bien;
0;
alors;
0;
mettez;
-vous;
la;
0;
reprit;
le;
marquis;
.;
Voici;
du;
"
";
papier;
et;
de;
l';
encre;
.;
Nous;
allons;
travailler;
tout;
de;
suite;
.;
;
en;
suis;
au;
"
";
chapitre;
XXIV;
:;
Mes;
demeles;
avec;
M.;
de;
Villle;
.;
Ecrivez;
..;
I2O;
"
";
LE;
PETIT;
CHOSE;
"
";
Et;
le;
voila;
qui;
se;
met;
a;
me;
dicter;
d';
une;
petite;
voix;
de;
cigale;
0;
en;
"
";
sautillant;
d';
un;
bout;
de;
la;
piece;
a;
l';
autre;
.;
"
";
aC';
est;
ainsi;
0;
mon;
Daniel;
0;
que;
je;
suis;
entre;
chez;
cet;
original;
0;
lequel;
"
";
est;
au;
fond;
un;
excellent;
homme;
.;
Jusqu';
a;
present;
0;
nous;
sommes;
tres;
"
";
contents;
l';
un;
de;
l';
autre;
";";
hier;
au;
soir;
0;
en;
apprenant;
ton;
arrivee;
0;
il;
a;
"
";
voulu;
me;
faire;
emporter;
pour;
toi;
cette;
bouteille;
de;
vin;
vieux;
.;
On;
nous;
"
";
en;
sert;
une;
comme;
cela;
tous;
les;
jours;
a;
notre;
diner;
0;
c';
est;
te;
dire;
si;
l';
on;
"
";
dine;
bien;
.;
Le;
matin;
0;
par;
exemple;
0;
j';
apporte;
mon;
dejeuner;
";";
et;
tu;
"
";
rirais;
de;
me;
voir;
manger;
mes;
deux;
sous;
de;
fromage;
d';
Italie;
dans;
une;
"
";
fine;
assiette;
de;
Moustier;
0;
sur;
une;
nappe;
a;
blason;
.;
Ce;
que;
le;
bonhomme;
"
";
en;
fait;
0;
ce;
n';
est;
pas;
par;
avarice;
";";
mais;
pour;
eviter;
a;
son;
vieux;
cuisinier;
0;
"
";
M.;
Pilois;
0;
la;
fatigue;
de;
me;
preparer;
mon;
dejeuner;
...;
En;
somme;
0;
la;
"
";
vie;
que;
je;
mene;
n';
est;
pas;
desagreable;
.;
Les;
memoires;
du;
marquis;
sont;
"
";
fort;
instructifs;
0;
j';
apprends;
sur;
M.;
Decazes;
et;
M.;
de;
Villele;
une;
foule;
"
";
de;
choses;
qui;
ne;
peuvent;
pas;
manquer;
de;
me;
servir;
un;
jour;
ou;
l';
autre;
.;
"
";
A;
huit;
heures;
du;
soir;
0;
je;
suis;
libre;
.;
e;
vais;
lire;
les;
journaux;
dans;
un;
"
";
cabinet;
de;
lecture;
0;
ou;
bien;
encore;
dire;
bonjour;
a;
notre;
ami;
Pierrotte;
...;
"
";
Est;
-ce;
que;
tu;
te;
rappelles;
0;
l';
ami;
Pierrotte;
?;
tu;
sais;
.;
Pierrotte;
des;
"
";
Cevennes;
0;
le;
frere;
de;
lait;
de;
maman;
.;
Aujourd'hui;
Pierrotte;
n';
est;
plus;
"
";
Pierrotte;
:;
c';
est;
M.;
Pierrotte;
gros;
comme;
les;
deux;
bras;
.;
Il;
a;
un;
beau;
"
";
magasin;
de;
porcelaines;
au;
passage;
du;
Saumon;
";";
et;
comme;
il;
aimait;
"
";
beaucoup;
Mme;
Eyssette;
0;
j';
ai;
trouve;
sa;
maison;
ouverte;
a;
tous;
les;
"
";
battants;
.;
Pendant;
les;
soirees;
d';
hiver;
0;
c';
etait;
une;
ressource;
...;
Mais;
"
";
maintenant;
que;
te;
voila;
0;
je;
ne;
suis;
plus;
en;
peine;
pour;
mes;
soirees;
...;
"
";
Ni;
toi;
non;
plus;
0;
n';
est;
-ce;
pas;
0;
frerot;
Ohl;
Daniel;
0;
mon;
Daniel;
0;
que;
je;
"
";
suis;
contentl;
Comme;
nous;
allons;
etre;
heureuxl;
...;
IIl;
"
";
MA;
MERE;
JACOUES;
"
";
Jacques;
a;
fini;
son;
odyssee;
0;
maintenant;
c';
est;
le;
tour;
de;
la;
mienne;
.;
"
";
Le;
feu;
qui;
meurt;
a;
beau;
nous;
faire;
signe;
:;
 ;
Allez;
vous;
coucher;
0;
mes;
"
";
enfants;
0;
les;
bougies;
ont;
beau;
crier;
:;
aAu;
litl;
au;
litl;
Nous;
sommes;
"
";
brlees;
jusqu';
aux;
bobeches.n;
-0;
On;
ne;
vous;
ecoute;
pas;
0;
leur;
dit;
"
";
Jacques;
en;
riant;
0;
et;
notre;
veillee;
continue;
.;
"
";
Vous;
comprenez;
.;
ce;
que;
je;
raconte;
a;
mon;
frere;
l';
interesse;
beaucoup;
.;
"
";
C';
est;
la;
vie;
du;
petit;
Chose;
au;
college;
de;
Sarlande;
";";
cette;
triste;
vie;
que;
le;
"
";
lecteur;
se;
rappelle;
sans;
doute;
.;
Ce;
sont;
les;
enfants;
laids;
et;
feroces;
0;
les;
"
";
persecutions;
0;
les;
haines;
0;
les;
humiliations;
0;
les;
clefs;
de;
M.;
Viot;
toujours;
"
";
en;
colere;
0;
la;
petite;
chambre;
sous;
les;
combles;
ou;
l';
on;
etouffait;
0;
les;
"
";
trahisons;
0;
les;
nuits;
de;
larmes;
";";
et;
puis;
aussi;
0;
-0;
car;
acques;
est;
si;
bon;
"
";
qu';
on;
peut;
tout;
lui;
dire;
0;
-0;
ce;
sont;
les;
debauches;
du;
cafe;
Barbette;
0;
"
";
l';
absinthe;
avec;
les;
caporaux;
0;
les;
dettes;
0;
l';
abandon;
de;
soi;
-0;
meme;
0;
tout;
"
";
enfin;
0;
jusqu';
au;
suicide;
et;
la;
terrible;
prediction;
de;
l';
abbe;
Germane;
:;
"
 ";
Tu;
seras;
un;
enfant;
toute;
ta;
vie;
.;
"
";
Les;
coudes;
sur;
la;
table;
0;
la;
tete;
dans;
ses;
mains;
0;
Jacques;
ecoute;
"
";
jusqu';
au;
bout;
ma;
confession;
sans;
l';
interrompre;
...;
De;
temps;
en;
temps;
"
";
je;
le;
vois;
qui;
frissonne;
et;
je;
l';
entends;
dire;
:;
aPauvre;
petitl;
pauvre;
"
";
petitsI22;
"
";
LE;
PETIT;
CHOSE;
"
";
Quand;
j';
ai;
fini;
0;
il;
se;
leve;
0;
me;
prend;
les;
mains;
et;
me;
dit;
d';
une;
voix;
"
";
douce;
qui;
tremble;
:;
L';
abbe;
Germane;
avait;
raison;
:;
vois;
-0;
tul;
Daniel;
0;
"
";
tu;
es;
un;
enfant;
0;
un;
petit;
enfant;
incapable;
d';
aller;
seul;
dans;
la;
vie;
0;
et;
tu;
"
";
as;
bien;
fait;
de;
te;
refugier;
pres;
de;
moi;
.;
Des;
aujourd'hui;
tu;
n';
es;
plus;
"
";
seulement;
mon;
frere;
0;
tu;
es;
mon;
fils;
aussi;
0;
et;
puisque;
notre;
mere;
est;
"
";
loin;
0;
c';
est;
moi;
qui;
la;
remplacerai;
.;
Le;
veux;
-0;
tu;
dis;
0;
Daniel;
.;
Veux;
-0;
tu;
"
";
que;
je;
sois;
ta;
mere;
Jacques;
?;
e;
ne;
t';
ennuierai;
pas;
beaucoup;
0;
tu;
verras;
.;
"
";
Tout;
ce;
que;
je;
te;
demande;
0;
c';
est;
de;
me;
laisser;
toujours;
marcher;
a;
cote;
"
";
de;
toi;
et;
de;
te;
tenir;
la;
main;
.;
Avec;
cela;
0;
tu;
peux;
etre;
tranquille;
et;
regarder;
"
";
la;
vie;
en;
face;
0;
comme;
un;
homme;
:;
elle;
ne;
te;
mangera;
pas;
.;
"
";
Pour;
toute;
reponse;
0;
je;
lui;
saute;
au;
cou;
:;
-0;
O;
ma;
mere;
acques;
0;
"
";
que;
tu;
es;
bonl;
-0;
Et;
me;
voilh;
pleurant;
a;
chaudes;
larmes;
sans;
pouvoir;
"
";
m';
arreter;
0;
tout;
a;
fait;
comme;
l';
ancien;
Jacques;
0;
de;
Lyon;
.;
Le;
Jacques;
"
";
d';
aujourd'hui;
ne;
pleure;
plus;
0;
lui;
";";
la;
citerne;
est;
a;
sec;
0;
comme;
il;
dit;
.;
"
";
Quoi;
qu';
il;
arrive;
0;
il;
ne;
pleurera;
plus;
jamais;
.;
"
";
A;
ce;
moment;
0;
sept;
heures;
sonnent;
.;
Les;
vitres;
s';
allument;
.;
Une;
"
";
lueur;
ple;
entre;
dans;
la;
chambre;
en;
frissonnant;
.;
"
";
-0;
Voila;
lc;
jour;
0;
Daniel;
0;
dit;
Jacques;
.;
Il;
est;
temps;
de;
dormir;
"
";
Couche;
-0;
toi;
vite;
...;
tu;
dois;
en;
avoir;
besoin;
.;
"
";
-0;
Et;
toi;
0;
Jacques;
?;
"
";
--;
Ohl;
moi;
0;
je;
n';
ai;
pas;
deux;
jours;
de;
chemin;
de;
fer;
dans;
les;
reins;
...;
"
";
D';
ailleurs;
0;
avant;
d';
aller;
chez;
le;
marquis;
0;
il;
faut;
que;
je;
rapporte;
quelques;
"
";
livres;
au;
cabinet;
de;
lecture;
0;
et;
je;
n';
ai;
pas;
de;
temps;
a;
perdre;
...;
tu;
sais;
"
";
que;
le;
d';
Hacqueville;
ne;
plaisante;
pas;
..;
Je;
rentrerai;
ce;
soir;
a;
huit;
"
";
heures;
...;
Toi;
0;
quand;
tu;
te;
seras;
bien;
repose;
0;
tu;
sortiras;
un;
peu;
.;
Surtout;
"
";
je;
te;
recommande;
...;
"
";
Ici;
0;
ma;
mere;
Jacques;
commence;
h;
me;
faire;
une;
foule;
de;
recom-;
"
";
mandations;
tres;
importantes;
pour;
un;
nouveau;
debarque;
comme;
moi;
";";
"
";
par;
malheur;
0;
tandis;
qu';
il;
me;
les;
fait;
0;
je;
me;
suis;
etendu;
sur;
le;
lit;
0;
et;
0;
"
";
sans;
dormir;
precisement;
0;
je;
n';
ai;
dejh;
plus;
les;
idees;
bien;
nettes;
.;
La;
"
";
fatigue;
0;
le;
pate;
0;
les;
larmes;
...;
Je;
suis;
aux;
trois;
quarts;
assoupi;
...;
J';
entends;
"
";
d';
une;
facon;
confuse;
quelqu';
un;
qui;
me;
parle;
d';
un;
restaurant;
tout;
pres;
"
";
d';
ici;
0;
d';
argent;
dans;
mon;
gilet;
0;
de;
ponts;
a;
traverser;
0;
de;
boulevards;
a;
"
";
suivre;
0;
de;
sergents;
de;
ville;
ha;
consulter;
0;
et;
du;
clocher;
de;
Saint-Germain-;
"
";
des-Pres;
comme;
point;
de;
ralliement;
.;
Dans;
mon;
demi-sommeil;
0;
c';
est;
"
";
surtout;
ce;
clocher;
de;
Saint-Germain;
qui;
m';
impressionne;
.;
Je;
vois;
deux;
0;
"
";
cinq;
0;
dix;
clochers;
de;
Saint-Germain;
ranges;
autour;
de;
mon;
lit;
comme;
"
";
des;
poteaux;
indicateurs;
.;
Parmi;
tous;
ces;
clochers;
0;
quelqu';
un;
va;
etMA;
MERE;
ACQUES;
"
";
123;
"
";
vient;
dans;
la;
chambre;
0;
tisonne;
le;
feu;
0;
ferme;
les;
rideaux;
des;
croisees;
0;
"
";
puis;
s';
approche;
de;
moi;
0;
me;
pose;
un;
manteau;
sur;
les;
pieds;
0;
m';
embrasse;
"
";
au;
front;
et;
s';
eloigne;
doucement;
avec;
un;
bruit;
de;
porte;
...;
"
";
Je;
dormais;
depuis;
quelques;
heures;
0;
et;
je;
crois;
que;
j';
aurais;
dormi;
"
";
jusqu';
au;
retour;
de;
ma;
mere;
acques;
0;
quand;
le;
son;
d';
une;
cloche;
me;
"
";
reveilla;
subitement;
.;
C';
etait;
la;
cloche;
de;
Sarlande;
0;
l';
horrible;
cloche;
de;
"
";
fer;
qui;
sonnait;
comme;
autrefois;
:;
Dig;
.;
dongl;
reveillez;
-0;
vousl;
digl;
"
";
dongl;
habillez;
-0;
vousl;
D';
un;
bond;
je;
fus;
au;
milieu;
de;
la;
chambre;
0;
la;
"
";
bouche;
ouverte;
pour;
crier;
comme;
au;
dortoir;
:;
aAllons;
0;
messieurs;
l;
"
";
Puis;
0;
quand;
je;
m';
apercus;
que;
j';
etais;
chez;
Iacques;
0;
je;
partis;
d';
un;
grand;
"
";
clat;
de;
rire;
et;
je;
me;
mis;
a;
gambader;
follement;
par;
la;
chambre;
.;
Ce;
que;
"
";
j';
avais;
pris;
pour;
la;
cloche;
de;
Sarlande;
0;
c';
etait;
la;
cloche;
d';
un;
atelier;
"
";
du;
voisinage;
0;
qui;
sonnait;
sec;
et;
feroce;
comme;
celle;
de;
la;
-0;
bas;
.;
Pourtant;
"
";
la;
cloche;
du;
college;
avait;
encore;
quelque;
chose;
de;
plus;
mechant;
0;
de;
"
";
plus;
enfer;
.;
Heureusement;
elle;
etait;
a;
deux;
cents;
lieues;
";";
et;
0;
si;
fort;
"
";
qu';
elle;
sonnat;
0;
je;
ne;
risquais;
plus;
de;
l';
entendre;
.;
"
";
J';
allai;
a;
la;
fenetre;
0;
et;
je;
l';
ouvris;
.;
Je;
m';
attendais;
presque;
a;
voir;
"
";
au-dessus;
de;
moi;
la;
cour;
des;
grands;
avec;
ses;
arbres;
melancoliques;
et;
"
";
l';
homme;
aux;
clefs;
rasant;
les;
murs;
...;
"
";
Au;
moment;
ou;
j';
ouvrais;
0;
midi;
sonnait;
partout;
.;
La;
grosse;
tour;
de;
"
";
Saint-Germain;
tinta;
la;
premiere;
ses;
douze;
coups;
de;
1'Angelus;
a;
la;
"
";
suite;
0;
presque;
dans;
mon;
oreille;
.;
Par;
la;
fenetre;
ouverte;
0;
les;
grosses;
"
";
notes;
lourdes;
tombaient;
chez;
acques;
trois;
par;
trois;
0;
se;
crevaient;
en;
"
";
tombant;
comme;
des;
bulles;
sonores;
0;
et;
remplissaient;
de;
bruit;
toute;
la;
"
";
chambre;
.;
A;
1'Angelus;
de;
Saint-Germain;
0;
les;
autres;
Angelus;
de;
Paris;
"
";
repondirent;
sur;
des;
timbres;
divers;
...;
En;
bas;
0;
Paris;
grondait;
0;
invisible;
...;
"
";
Je;
restai;
la;
un;
moment;
a;
regarder;
luire;
dans;
la;
lumiere;
les;
domes;
0;
les;
"
";
fleches;
0;
les;
tours;
";";
puis;
tout;
h;
coup;
0;
le;
bruit;
de;
la;
ville;
montant;
jusqu';
a;
"
";
moi;
0;
il;
me;
vint;
je;
ne;
sais;
quelle;
folle;
envie;
de;
plonger;
0;
de;
me;
rouler;
"
";
dans;
ce;
bruit;
0;
dans;
cette;
foule;
0;
dans;
cette;
vie;
0;
dans;
ces;
passions;
0;
et;
je;
me;
"
";
dis;
avec;
ivresse;
:;
 ;
Allons;
voir;
ParislnIV;
"
";
LA;
DISCUSSION;
DU;
BUDGEI;
"
";
Ce;
jour;
-0;
la;
0;
plus;
d';
un;
Parisien;
a;
d;
dire;
en;
rentrant;
chez;
lui;
0;
le;
"
";
soir;
0;
pour;
se;
mettre;
a;
table;
:;
Quel;
singulier;
petit;
bonhomme;
j';
ai;
"
";
rencontre;
aujourd';
huiln;
Le;
fait;
est;
qu';
avec;
ses;
cheveux;
trop;
longs;
0;
son;
"
";
pantalon;
trop;
court;
0;
ses;
caoutchoucs;
0;
ses;
bas;
bleus;
0;
son;
bouquet;
"
";
departemental;
et;
cette;
solennite;
de;
demarche;
particuliere;
a;
tous;
les;
"
";
etres;
trop;
petits;
0;
le;
petit;
Chose;
devait;
etre;
tout;
h;
fait;
comique;
.;
"
";
C';
etait;
justement;
une;
journee;
de;
la;
fin;
de;
l';
hiver;
0;
une;
de;
ces;
"
";
journees;
tiedes;
et;
lumineuses;
qui;
0;
a;
Paris;
0;
souvent;
sont;
plus;
le;
printemps;
"
";
que;
le;
printemps;
lui;
-0;
meme;
.;
Il;
y;
avait;
beaucoup;
de;
monde;
dehors;
.;
Un;
"
";
peu;
etourdi;
par;
le;
va-et-vient;
bruyant;
de;
la;
rue;
0;
j';
allais;
devant;
moi;
0;
"
";
timide;
0;
et;
le;
long;
des;
murs;
.;
On;
me;
bousculait;
0;
je;
disais;
 ;
pardonlon;
"
";
et;
je;
devenais;
tout;
rouge;
.;
Aussi;
je;
me;
gardais;
bien;
de;
m';
arreter;
devant;
"
";
les;
magasins;
et;
0;
pour;
rien;
au;
monde;
0;
je;
n';
aurais;
demande;
ma;
route;
.;
"
";
e;
prenais;
une;
rue;
0;
puis;
une;
autre;
0;
toujours;
tout;
droit;
.;
On;
me;
regardait;
.;
"
";
Cela;
me;
genait;
beaucoup;
.;
Il;
y;
avait;
des;
gens;
qui;
se;
retournaient;
sur;
"
";
mes;
talons;
et;
des;
yeux;
qui;
riaient;
en;
passant;
pres;
de;
moi;
";";
une;
fois;
"
";
j';
entendis;
une;
femme;
dire;
a;
une;
autre;
:;
a;
Regarde;
donc;
celui;
-0;
la;
.;
Cela;
"
";
me;
fit;
broncher;
...;
Ce;
qui;
m';
embarrassait;
beaucoup;
aussi;
0;
c';
etait;
l';
eil;
"
";
inquisiteur;
des;
sergents;
de;
ville;
.;
A;
tous;
les;
coins;
de;
rue;
0;
ce;
diablerz6;
"
";
LE;
PETIT;
CHOSE;
"
";
d';
eil;
silencieux;
se;
braquait;
sur;
moi;
curieusement;
";";
et;
0;
quand;
j';
avais;
"
";
passe;
je;
le;
sentais;
encore;
qui;
me;
suivait;
de;
loin;
et;
me;
brlait;
dans;
le;
"
";
dos;
.;
Au;
fond;
0;
j';
etais;
un;
peu;
inquiet;
.;
"
";
Je;
marchai;
ainsi;
pres;
d';
une;
heure;
0;
jusqu';
ha;
un;
grand;
boulevard;
"
";
plante;
d';
arbres;
greles;
.;
Il;
y;
avait;
la;
tant;
de;
bruit;
0;
tant;
de;
gens;
0;
tant;
de;
"
";
voitures;
0;
que;
je;
m';
arretai;
presque;
effraye;
.;
"
";
-0;
Comment;
me;
tirer;
d';
ici;
?;
pensai;
-je;
en;
moi;
-0;
meme;
.;
Comment;
"
";
rentrer;
a;
la;
maison;
?;
Si;
je;
demande;
le;
clocher;
de;
Saint-Germain-des-;
"
";
Pres;
0;
on;
se;
moquera;
de;
moi;
.;
J';
aurai;
l';
air;
d';
une;
cloche;
egaree;
qui;
revient;
"
";
de;
Rome;
0;
le;
jour;
de;
Paques;
.;
"
";
Alors;
0;
pour;
me;
donner;
le;
temps;
de;
prendre;
un;
parti;
0;
je;
m';
arretai;
"
";
devant;
les;
affiches;
de;
theatre;
0;
de;
l';
air;
affaire;
d';
un;
homme;
qui;
fait;
son;
"
";
menu;
de;
spectacles;
pour;
le;
soir;
.;
Malheureusment;
les;
affiches;
0;
fort;
"
";
interessantes;
d';
ailleurs;
0;
ne;
donnaient;
pas;
le;
moindre;
renseignement;
"
";
sur;
le;
clocher;
de;
Saint-Germain;
0;
et;
je;
risquais;
fort;
de;
rester;
la;
jusqu';
au;
"
";
grand;
coup;
de;
trompette;
du;
jugement;
dernier;
0;
quand;
soudain;
ma;
"
";
mere;
Jacques;
parut;
a;
mes;
cotes;
.;
Il;
etait;
aussi;
etonne;
que;
moi;
.;
"
";
-0;
Commentl;
c';
est;
toi;
0;
Daniel;
.;
OQue;
fais;
-0;
tu;
la;
0;
bon;
Dieul;
"
";
-0;
Je;
repondis;
d';
un;
petit;
air;
negligent;
:;
"
";
-0;
Tu;
voisl;
je;
me;
promene;
.;
"
";
Ce;
bon;
gargcon;
de;
Jacques;
me;
regardait;
avec;
admiration;
:;
"
";
--;
C';
est;
qu';
il;
est;
dejh;
Parisien;
0;
vraimentl;
"
";
Au;
fond;
0;
j';
etais;
bien;
heureux;
de;
l';
avoir;
0;
et;
je;
m';
accrochai;
a;
son;
bras;
"
";
avec;
une;
joie;
d';
enfant;
0;
comme;
a;
Lyon;
0;
quand;
M.;
Eyssette;
pere;
etait;
"
";
venu;
nous;
chercher;
sur;
le;
bateau;
.;
"
";
-0;
Quelle;
chance;
que;
nous;
nous;
soyons;
rencontresl;
me;
dit;
acques;
.;
"
";
MIon;
marquis;
a;
une;
extinction;
de;
voix;
0;
et;
comme;
0;
heureusement;
0;
on;
"
";
ne;
peut;
pas;
dicter;
par;
gestes;
0;
il;
m';
a;
donne;
conge;
jusqu';
a;
demain;
..;
"
";
Nous;
allons;
en;
profiter;
pour;
faire;
une;
grande;
promenade;
...;
"
";
Lh;
-0;
dessus;
0;
il;
m';
entraine;
";";
et;
nous;
voila;
partis;
dans;
Paris;
0;
bien;
serres;
"
";
l';
un;
contre;
l';
autre;
et;
tout;
fiers;
de;
marcher;
ensemble;
.;
"
";
MIaintenant;
que;
mon;
frere;
est;
pres;
de;
moi;
0;
la;
rue;
ne;
me;
fait;
plus;
"
";
peur;
.;
e;
vais;
la;
tete;
haute;
0;
avec;
un;
aplomb;
de;
trompette;
aux;
zouaves;
0;
"
";
et;
gare;
au;
premier;
qui;
riral;
Pourtant;
une;
chose;
m';
inquiete;
.;
Jacques;
0;
"
";
chemin;
faisant;
0;
me;
regarde;
a;
plusieurs;
reprises;
d';
un;
air;
piteux;
.;
Je;
"
";
n';
ose;
lui;
demander;
pourquoi;
.;
"
";
-0;
Sais;
-0;
tu;
qu';
ils;
sont;
tres;
gentils;
tes;
caoutchoucs;
?;
me;
dit;
-il;
au;
"
";
bout;
d';
un;
moment;
.;
LA;
DIsCUssIoN;
DU;
BUDGET;
"
";
--;
N';
est;
-ce;
pas;
0;
acques;
?;
"
";
rz;
"
";
-0;
Oui;
0;
ma;
foil;
tres;
gentils;
...;
Puis;
0;
en;
souriant;
0;
il;
ajoute;
:;
c';
est;
"
";
egal;
0;
quand;
je;
serai;
riche;
0;
je;
t';
acheterai;
une;
paire;
de;
bons;
souliers;
"
";
pour;
mettre;
dedans;
.;
"
";
Pauvre;
cher;
acquesl;
il;
a;
dit;
cela;
sans;
malice;
";";
mais;
il;
n';
en;
faut;
"
";
pas;
plus;
pour;
me;
decontenancer;
.;
Voila;
toutes;
mes;
hontes;
revenues;
.;
"
";
Sur;
ce;
grand;
boulevard;
ruisselant;
de;
clair;
soleil;
0;
je;
me;
sens;
ridicule;
"
";
avec;
mes;
caoutchoucs;
0;
et;
quoi;
que;
acques;
puisse;
me;
dire;
d';
aimable;
"
";
en;
faveur;
de;
ma;
chaussure;
0;
je;
veux;
rentrer;
sur-le-champ;
.;
"
";
Nous;
rentrons;
.;
On;
s';
installe;
au;
coin;
du;
feu;
0;
et;
le;
reste;
de;
la;
journee;
"
";
se;
passe;
gaiement;
a;
bavarder;
ensemble;
comme;
deux;
moineaux;
de;
"
";
gouttiere;
...;
Vers;
le;
soir;
0;
on;
frappe;
a;
notre;
porte;
.;
C';
est;
un;
domestique;
"
";
du;
marquis;
avec;
ma;
malle;
.;
"
";
--;
Tres;
bienl;
dit;
ma;
mere;
Jacques;
.;
Nous;
allons;
inspecter;
un;
peu;
"
 ";
ta;
garde-robe;
.;
"
";
Pecairel;
ma;
garde-robel;
...;
"
";
L';
inspection;
commence;
.;
Il;
faut;
voir;
notre;
mine;
piteusement;
"
";
comique;
en;
faisant;
ce;
maigre;
inventaire;
.;
Jacques;
0;
a;
genoux;
devant;
la;
"
";
malle;
0;
tire;
les;
objets;
l';
un;
apres;
l';
autre;
et;
les;
annonce;
a;
mesure;
.;
"
";
-0;
Un;
dictionnaire;
...;
une;
cravate;
...;
un;
autre;
dictionnaire;
...;
Tiensl;
"
";
une;
pipe;
...;
tu;
fumes;
doncl;
...;
Encore;
une;
pipe;
...;
Bonte;
divinel;
que;
de;
"
";
pipesl;
Si;
tu;
avais;
seulement;
autant;
de;
chaussettes;
...;
Et;
ce;
gros;
livre;
0;
"
";
qu';
est;
-ce;
que;
c';
est;
?;
...;
Ohl;
...;
ohl;
...;
Cahier;
de;
punitions;
...;
Boucoyran;
0;
"
";
5oo;
lignes;
...;
Soubeyrol;
0;
oo;
lignes;
.;
..;
Boucoyran;
0;
oo;
lignes;
...;
Boucoyran;
..;
"
";
Boucoyran;
...;
Sapristil;
tu;
ne;
le;
menageais;
pas;
le;
nomme;
Boucoyran;
...;
"
";
C';
est;
egal;
0;
deux;
ou;
trois;
douzaines;
de;
chemises;
feraient;
bien;
mieux;
"
";
notre;
affaire;
.;
"
";
A;
cet;
endroit;
de;
l';
inventaire;
0;
ma;
mere;
acques;
pousse;
un;
cri;
de;
"
";
surprise;
...;
"
";
-0;
MIisericordel;
Daniel;
...;
qu';
est;
-ce;
que;
je;
vois;
?;
Des;
versl;
ce;
sont;
"
";
des;
vers;
...;
Tu;
en;
fais;
donc;
toujours;
?;
...;
Cachotier;
0;
val;
pourquoi;
ne;
"
";
m';
en;
as;
-0;
tu;
jamais;
parle;
dans;
tes;
lettres;
?;
Tu;
sais;
bien;
pourtant;
que;
je;
"
";
ne;
suis;
pas;
un;
profane;
...;
;
ai;
fait;
des;
poemes;
0;
moi;
aussi;
0;
dans;
le;
temps;
...;
"
";
Souviens;
-0;
toi;
de;
Religion;
Religionl;
Poeme;
en;
douze;
chantsl;
...;
Ca;
0;
"
";
monsieur;
le;
lyrique;
0;
voyons;
un;
peu;
tes;
poesies.l;
...;
"
";
-0;
Ohl;
non;
0;
Jacques;
0;
je;
t';
en;
prie;
.;
Cela;
n';
en;
vaut;
pas;
la;
peine;
.;
"
";
-Tous;
les;
memes;
0;
ces;
poetes;
0;
dit;
acques;
en;
riant;
.;
Allons;
l;
mets;
-0;
toi/;
"
";
rz8;
"
";
LE;
PETIT;
CHOSE;
"
";
la;
0;
et;
lis;
-moi;
tes;
vers;
";";
sinon;
je;
vais;
les;
lire;
moi;
-0;
meme;
0;
et;
tu;
sais;
"
";
comme;
je;
lis;
mall;
"
";
Cette;
menace;
me;
decide;
";";
je;
commence;
ma;
lecture;
.;
"
";
Ce;
sont;
des;
vers;
que;
j';
ai;
faits;
au;
college;
de;
Sarlande;
0;
sous;
les;
"
";
chataigniers;
de;
la;
Prairie;
0;
en;
surveillant;
les;
eleves;
...;
Bons;
ou;
mechants;
?;
"
";
e;
ne;
m';
en;
souviens;
guere;
";";
mais;
quelle;
emotion;
en;
les;
lisantl;
...;
Pensez;
"
";
doncl;
des;
poesies;
qu';
on;
n';
a;
jamais;
montrees;
a;
personne;
...;
Et;
puis;
"
";
l';
auteur;
de;
Religionl;
Religionl;
n';
est;
pas;
un;
juge;
ordinaire;
.;
S';
il;
allait;
"
";
se;
moquer;
de;
moil;
Pourtant;
0;
a;
mesure;
que;
je;
lis;
0;
la;
musique;
des;
rimes;
"
";
me;
grise;
et;
ma;
voix;
se;
raffermit;
