Token;Label;accord;
coiffe;;;
vint;;;
nous;;;
ouvrir;;;
0;;;
sourit;;;
i;PER;;
Jacques;PER;;
"
";;;
comme;;;
a;;;
une;;;
vieille;;;
connaissance;;;
0;;;
et;;;
nous;;;
introduisit;;;
dans;;;
le;;;
salon;;;
.;;;
"
";;;
Quand;;;
nous;;;
entrames;;;
0;;;
Mle;PER;;
Pierrotte;PER;;
etait;;;
au;;;
piano;;;
.;;;
Deux;;;
vieilles;;;
"
";;;
dames;;;
un;;;
peu;;;
fortes;;;
0;;;
Mee;PER;;
Lalouette;PER;;
et;;;
la;;;
veuve;;;
Tribou;PER;;
0;;;
dame;;;
de;;;
grand;;;
"
";;;
merite;;;
0;;;
jouaient;;;
aux;;;
cartes;;;
dans;;;
un;;;
coin;;;
.;;;
En;;;
nous;;;
voyant;;;
0;;;
tout;;;
le;;;
"
";;;
monde;;;
se;;;
leva;;;
.;;;
Il;;;
y;;;
eut;;;
un;;;
moment;;;
de;;;
trouble;;;
et;;;
de;;;
brouhaha;;;
";";;;
puis;;;
"
";;;
les;;;
saluts;;;
echanges;;;
0;;;
les;;;
presentations;;;
faites;;;
0;;;
acques;;;
invita;;;
Camille;PER;;
"
";;;
0;;;
il;;;
disait;;;
Camille;PER;;
tout;;;
court-;;;
a;;;
se;;;
remettre;;;
au;;;
piano;;;
";";;;
et;;;
la;;;
dame;;;
de;;;
"
";;;
grand;;;
merite;;;
profita;;;
de;;;
l';;;
invitation;;;
pour;;;
continuer;;;
sa;;;
partie;;;
avec;;;
"
";;;
Me;PER;;
Lalouette;PER;;
.;;;
Nous;;;
avions;;;
pris;;;
place;;;
0;;;
Jacques;PER;;
et;;;
moi;;;
0;;;
chacun;;;
d';;;
un;;;
"
";;;
c6te;;;
de;;;
Mlle;PER;;
Pierrotte;PER;;
0;;;
qui;;;
0;;;
tout;;;
en;;;
faisant;;;
trotter;;;
ses;;;
petits;;;
doigts;;;
"
";;;
sur;;;
le;;;
piano;;;
0;;;
causait;;;
et;;;
riait;;;
avec;;;
nous;;;
.;;;
e;;;
la;;;
regardais;;;
pendant;;;
qu';;;
elle;;;
"
";;;
parlait;;;
.;;;
Elle;;;
n';;;
etait;;;
pas;;;
jolie;;;
.;;;
Blanche;PER;;
0;;;
rose;;;
0;;;
l';;;
oreille;;;
petite;;;
0;;;
le;;;
cheveu;;;
"
";;;
fin;;;
0;;;
mais;;;
trop;;;
de;;;
joues;;;
0;;;
trop;;;
de;;;
sante;;;
";";;;
avec;;;
cela;;;
0;;;
les;;;
mains;;;
rouges;;;
0;;;
et;;;
"
";;;
les;;;
graces;;;
un;;;
peu;;;
froides;;;
d';;;
une;;;
pensionnaire;;;
en;;;
vacances;;;
.;;;
C';;;
etait;;;
bien;;;
"
";;;
la;;;
fille;;;
de;;;
Pierrotte;LOC;;
0;;;
une;;;
fleur;;;
des;;;
montagnes;;;
0;;;
grandie;;;
sous;;;
la;;;
vitrine;;;
"
";;;
du;;;
passage;;;
du;;;
Saumon;LOC;;
.;;;
"
";;;
Telle;;;
fut;;;
0;;;
du;;;
moins;;;
0;;;
ma;;;
premiere;;;
impression;;;
";";;;
mais;;;
0;;;
soudain;;;
0;;;
sur;;;
"
";;;
un;;;
mot;;;
que;;;
je;;;
lui;;;
dis;;;
0;;;
Mlle;PER;;
Pierrotte;PER;;
0;;;
dont;;;
les;;;
yeux;;;
etaient;;;
restes;;;
baisses;;;
"
";;;
jusque;;;
0;;;
la;;;
0;;;
les;;;
leva;;;
lentement;;;
sur;;;
moi;;;
0;;;
et;;;
0;;;
comme;;;
par;;;
magie;;;
0;;;
la;;;
petite;;;
"
";;;
bourgeoise;;;
disparut;;;
.;;;
Je;;;
ne;;;
vis;;;
plus;;;
que;;;
ses;;;
yeux;;;
0;;;
deux;;;
grands;;;
yeux;;;
"
";;;
noirs;;;
eblouissants;;;
0;;;
que;;;
je;;;
reconnus;;;
tout;;;
de;;;
suite;;;
...;;;
"
";;;
O;LOC;;
miraclel;;;
C';;;
etaient;;;
les;;;
memes;;;
yeux;;;
noirs;;;
qui;;;
m';;;
avaient;;;
lui;;;
si;;;
"
";;;
doucement;;;
la;;;
0;;;
bas;;;
0;;;
dans;;;
les;;;
murs;;;
froids;;;
du;;;
vieux;;;
college;;;
0;;;
les;;;
yeux;;;
noirs;;;
"
";;;
de;;;
la;;;
fee;;;
aux;;;
lunettes;;;
0;;;
les;;;
yeux;;;
noirs;;;
enfin;;;
...;;;
e;;;
croyais;;;
rever;;;
.;;;
;;;
avais;;;
"
";;;
envie;;;
de;;;
leur;;;
crier;;;
:;;;
 ;;;
Beaux;;;
yeux;;;
noirs;;;
0;;;
est;;;
-ce;;;
vous;;;
?;;;
Est;LOC;;
-ce;;;
vous;;;
que;;;
je;;;
"
";;;
retrouve;;;
dans;;;
un;;;
autre;;;
visage;;;
 ;;;
n;;;
Et;MISC;;
si;MISC;;
vous;MISC;;
saviez;MISC;;
comme;;;
c';;;
etaient;;;
bien8;PER;;
"
";;;
LE;PER;;
PETIT;PER;;
CHOSE;;;
"
";;;
euxl;;;
Impossible;;;
de;;;
s';;;
y;;;
tromper;;;
.;;;
Les;;;
memes;;;
cils;;;
0;;;
le;;;
meme;;;
eclat;;;
0;;;
le;;;
"
";;;
meme;;;
feu;;;
noir;;;
et;;;
contenu;;;
.;;;
Quelle;;;
folie;;;
de;;;
penser;;;
qu';;;
il;;;
pt;ORG;;
y;;;
avoir;;;
"
";;;
deux;;;
couples;;;
de;;;
ces;;;
yeux;;;
0;;;
lh;;;
par;;;
le;;;
mondel;;;
Et;;;
d';;;
ailleurs;;;
la;;;
preuve;;;
que;;;
"
";;;
c';;;
etaient;;;
bien;;;
les;;;
yeux;;;
noirs;;;
eux;;;
0;;;
memes;;;
0;;;
et;;;
non;;;
pas;;;
d';;;
autres;;;
yeux;;;
"
";;;
noirs;;;
ressemblant;;;
a;;;
ceux;;;
0;;;
la;;;
0;;;
c';;;
est;;;
qu';;;
ils;;;
m';;;
avaient;;;
reconnu;;;
eux;;;
aussi;;;
0;;;
"
";;;
et;;;
nous;;;
allions;;;
reprendre;;;
sans;;;
doute;;;
un;;;
de;;;
nos;;;
jolis;;;
dialogues;;;
muets;;;
"
";;;
d';;;
autrefois;;;
0;;;
quand;;;
j';;;
entendis;;;
tout;;;
pres;;;
de;;;
moi;;;
0;;;
presque;;;
dans;;;
mon;;;
"
";;;
oreille;;;
0;;;
de;;;
petites;;;
dents;;;
de;;;
souris;;;
qui;;;
grignotaient;;;
.;;;
A;;;
ce;;;
bruit;;;
0;;;
je;;;
tournai;LOC;;
"
";;;
la;;;
tete;LOC;;
et;;;
j';PER;;
apergus;PER;;
dans;;;
un;;;
fauteuil;;;
0;;;
a;;;
l';;;
angle;;;
du;;;
piano;;;
0;;;
un;;;
personnage;;;
"
";;;
auquel;;;
je;;;
n';;;
avais;;;
pas;;;
pris;;;
garde;;;
...;;;
C';;;
etait;;;
un;;;
grand;;;
vieux;;;
sec;;;
et;;;
bleme;LOC;;
0;;;
"
";;;
avec;;;
une;;;
tete;;;
d';;;
oiseau;;;
0;;;
le;;;
front;;;
fuyant;;;
0;;;
le;;;
nez;;;
en;;;
pointe;;;
0;;;
des;;;
yeux;;;
ronds;;;
"
";;;
et;;;
sans;;;
vie;;;
trop;;;
loin;;;
du;;;
nez;;;
0;;;
presque;;;
sur;;;
les;;;
tempes;;;
...;;;
Sans;;;
un;;;
morceau;;;
"
";;;
de;;;
sucre;;;
que;;;
le;;;
bonhomme;;;
tenait;;;
a;;;
la;;;
main;;;
et;;;
qu';;;
il;;;
becquetait;;;
de;;;
"
";;;
temps;;;
en;;;
temps;;;
0;;;
on;;;
aurait;;;
pu;;;
le;;;
croire;;;
endormi;;;
.;;;
Un;;;
peu;;;
trouble;;;
par;;;
"
";;;
cette;;;
apparition;;;
0;;;
je;;;
fis;;;
a;;;
ce;;;
vieux;;;
fantome;;;
un;;;
grand;;;
salut;;;
0;;;
qu';;;
il;;;
ne;;;
me;;;
"
";;;
rendit;;;
pas;;;
..;;;
Il;;;
ne;;;
t';;;
a;;;
pas;;;
vu;;;
0;;;
me;;;
dit;;;
acques;;;
..;;;
C';;;
est;;;
l';;;
aveugle;;;
...;;;
c';;;
est;;;
"
";;;
le;;;
pere;;;
Lalouette;PER;;
...;;;
"
";;;
Il;;;
porte;;;
bien;;;
son;;;
nom;;;
...;;;
pensai;;;
-je;;;
en;;;
moi;;;
0;;;
meme;;;
.;;;
Et;;;
pour;;;
ne;;;
plus;;;
"
";;;
voir;;;
l';;;
horrible;;;
vieux;;;
a;;;
tete;;;
d';;;
oiseau;;;
0;;;
je;;;
me;;;
tournai;LOC;;
bien;;;
vite;;;
du;;;
cote;;;
"
";;;
des;;;
yeux;;;
noirs;;;
";";;;
mais;;;
helasl;;;
le;;;
charme;;;
etait;;;
brise;;;
0;;;
les;;;
yeux;;;
noirs;;;
avaient;;;
"
";;;
disparu;;;
.;;;
Il;;;
n';;;
y;;;
avait;;;
plus;;;
a;;;
leur;;;
place;;;
qu';;;
une;;;
petite;;;
bourgeoise;;;
toute;;;
"
";;;
raide;;;
sur;;;
son;;;
tabouret;;;
de;;;
piano;;;
...;;;
"
";;;
A;LOC;;
ce;;;
moment;;;
0;;;
la;;;
porte;;;
du;;;
salon;;;
s';;;
ouvrit;;;
et;;;
Pierrotte;LOC;;
entra;;;
bruyam-;;;
"
";;;
ment;;;
.;;;
L';;;
homme;;;
a;;;
la;;;
flte;;;
venait;;;
derriere;;;
lui;;;
avec;;;
sa;;;
flte;;;
sous;;;
le;;;
bras;;;
.;;;
"
";;;
Jacques;PER;;
0;;;
en;;;
le;;;
voyant;;;
0;;;
dechargea;;;
sur;;;
lui;;;
un;;;
regard;;;
foudroyant;;;
capable;;;
"
";;;
d';;;
assommer;;;
un;;;
buffle;;;
";";;;
mais;;;
il;;;
dut;;;
le;;;
manquer;;;
car;;;
le;;;
joueur;;;
de;;;
flute;;;
"
";;;
ne;;;
broncha;;;
pas;;;
.;;;
"
";;;
0;;;
Eh;;;
bienl;;;
petite;;;
0;;;
dit;;;
le;;;
Cevenol;PER;;
en;;;
embrassant;;;
sa;;;
fille;;;
a;;;
pleines;;;
"
";;;
joues;;;
0;;;
es;;;
0;;;
tu;;;
contente;;;
?;;;
on;;;
te;;;
l';;;
a;;;
donc;;;
amene;;;
0;;;
ton;;;
Daniel;PER;;
...;;;
Comment;;;
"
";;;
le;;;
trouves;;;
0;;;
tu;;;
?;;;
Il;;;
est;;;
bien;;;
gentil;;;
0;;;
n';;;
est;;;
-ce;;;
pas;;;
?;;;
C';;;
est;;;
bien;;;
le;;;
cas;;;
de;;;
le;;;
"
";;;
dire;;;
...;;;
tout;;;
le;;;
portrait;;;
de;;;
Mademoiselle;MISC;;
.;;;
"
";;;
Et;;;
voila;;;
le;;;
bon;;;
Pierrotte;LOC;;
qui;;;
recommence;;;
la;;;
scene;;;
du;;;
magasin;;;
0;;;
et;;;
"
";;;
m';;;
amene;;;
de;;;
force;;;
au;;;
milieu;;;
du;;;
salon;;;
0;;;
pour;;;
que;;;
tout;;;
le;;;
monde;;;
puisse;;;
"
";;;
voir;;;
les;;;
yeux;;;
de;;;
Mademoiselle;MISC;;
...;MISC;;
le;MISC;;
nez;MISC;;
de;MISC;;
Mademoiselle;MISC;;
0;;;
le;;;
menton;;;
a;;;
"
";;;
fossette;;;
de;;;
Mademoiselle;MISC;;
...;;;
Cette;;;
exhibition;;;
me;;;
genait;;;
beaucoup;;;
.;;;
"
";;;
MmAe;LOC;;
Lalouette;LOC;;
et;;;
la;;;
dame;;;
de;;;
grand;;;
merite;;;
avaient;;;
interrompu;;;
leur;;;
"
";;;
partie;;;
0;;;
et;;;
0;;;
renversees;;;
dans;;;
leur;;;
fauteuil;;;
0;;;
m';;;
examinaient;;;
avec;;;
le;;;
plus;;;
"
";;;
grand;;;
sang;;;
0;;;
froid;;;
0;;;
critiquant;;;
ou;;;
louant;;;
a;;;
haute;;;
voix;;;
tel;;;
ou;;;
tel;;;
morceauLE;;;
ROMAN;;;
DE;MISC;;
PIERROTTE;MISC;;
"
";MISC;;
I49;LOC;;
"
";;;
de;;;
ma;;;
personne;;;
0;;;
absolument;;;
comme;;;
si;;;
j';;;
etais;;;
un;;;
petit;;;
poulet;;;
de;;;
grain;;;
"
";;;
en;;;
vente;;;
au;;;
marche;;;
de;;;
la;;;
Vallee;;;
.;;;
Entre;;;
nous;;;
0;;;
la;;;
dame;;;
de;;;
grand;;;
merite;;;
"
";;;
avait;;;
l';;;
air;;;
d';;;
assez;;;
bien;;;
s';;;
y;;;
connaitre;;;
en;;;
jeunes;;;
volatiles;;;
.;;;
"
";;;
Heureusement;;;
que;;;
Jacques;PER;;
vint;;;
mettre;;;
fin;;;
a;;;
mon;;;
supplice;;;
0;;;
en;;;
"
";;;
demandant;;;
h;;;
M[lle;;;
Pierrotte;LOC;;
de;;;
nous;;;
jouer;;;
quelque;;;
chose;;;
.;;;
C';;;
est;;;
cela;;;
0;;;
"
";;;
jouons;;;
quelque;;;
chosen;;;
0;;;
dit;;;
vivement;;;
le;;;
joueur;;;
de;;;
flute;;;
0;;;
qui;;;
s';;;
elanca;;;
0;;;
"
";;;
la;;;
flte;;;
en;;;
avant;;;
.;;;
Jacques;PER;;
cria;;;
:;;;
Non;;;
..;;;
non;;;
..;;;
pas;;;
de;;;
duo;;;
0;;;
pas;;;
de;;;
fltteln;PER;;
"
";PER;;
Sur;PER;;
quoi;PER;;
0;;;
le;;;
joueur;;;
de;;;
flte;;;
lui;;;
decocha;;;
un;;;
petit;;;
regard;;;
bleu;;;
clair;;;
"
";;;
empoisonne;;;
comme;;;
une;;;
fleche;;;
de;;;
caraibe;LOC;;
";";;;
mais;;;
l';;;
autre;;;
ne;;;
sourcilla;;;
"
";;;
pas;;;
et;;;
continua;;;
a;;;
crier;;;
:;;;
aPas;MISC;;
de;;;
flutel;PER;;
..;PER;;
0;;;
En;MISC;;
fin;MISC;;
de;MISC;;
compte;MISC;;
0;;;
c';;;
est;;;
Jacques;PER;;
"
";;;
qui;;;
l';;;
emporta;;;
0;;;
et;;;
Mlle;PER;;
Pierrotte;PER;;
nous;;;
joua;;;
sans;;;
la;;;
moindre;;;
flte;;;
un;;;
de;;;
"
";;;
ces;;;
tremolos;;;
bien;;;
connus;;;
qu';;;
on;;;
appelle;;;
Reveries;LOC;;
de;;;
Rosellen;LOC;;
...;;;
Pendant;;;
"
";;;
qu';;;
elle;;;
jouait;;;
0;;;
Pierrotte;LOC;;
pleurait;;;
d';;;
admiration;;;
0;;;
Jacques;PER;;
nageait;;;
dans;;;
"
";;;
l';;;
extase;;;
";";;;
silencieux;;;
0;;;
mais;;;
la;;;
flute;;;
aux;;;
dents;;;
0;;;
le;;;
fltiste;;;
battait;;;
la;;;
mesure;;;
"
";;;
avec;;;
ses;;;
epaules;;;
et;;;
flutait;;;
interieurement;;;
.;;;
"
";;;
Le;LOC;;
Rosellen;LOC;;
fini;;;
0;;;
M[lle;;;
Pierrotte;LOC;;
se;;;
tourna;;;
vers;;;
moi;;;
:;;;
 ;;;
Et;;;
vous;;;
0;;;
"
";;;
monsieur;;;
Daniel;PER;;
0;;;
me;;;
dit;;;
-elle;;;
en;;;
baissant;;;
les;;;
yeux;;;
0;;;
est;;;
-ce;;;
que;;;
nous;;;
ne;;;
"
";;;
vous;;;
entendrons;;;
pas;;;
...;;;
Vous;;;
etes;;;
poete;;;
0;;;
je;;;
le;;;
sais;;;
.;;;
"
";;;
0;;;
Et;;;
bon;PER;;
poete;PER;;
0;;;
fit;;;
Jacques;PER;;
0;;;
cet;;;
indiscret;;;
de;;;
Jacques;PER;;
...;;;
Moi;;;
0;;;
"
";;;
pensez;;;
que;;;
cela;;;
ne;;;
me;;;
tentait;;;
guere;;;
de;;;
dire;;;
des;;;
vers;;;
devant;;;
tous;;;
ces;;;
"
";;;
Amalecites;MISC;;
.;;;
Encore;;;
si;;;
les;;;
yeux;;;
noirs;;;
avaient;;;
ete;ORG;;
la;;;
";";;;
mais;;;
nonl;PER;;
depuis;;;
"
";;;
une;;;
heure;;;
les;;;
yeux;;;
noirs;;;
s';;;
etaient;;;
eteints;;;
0;;;
et;;;
je;;;
les;;;
cherchais;;;
vainement;;;
"
";;;
autour;;;
de;;;
moi;;;
...;;;
Il;;;
faut;;;
voir;;;
aussi;;;
avec;;;
quel;;;
ton;;;
degage;;;
je;;;
repondis;;;
a;;;
"
";;;
la;;;
jeune;;;
Pierrotte;LOC;;
:;;;
"
";;;
0;;;
Excusez;;;
-moi;;;
pour;;;
ce;;;
soir;;;
0;;;
mademoiselle;;;
0;;;
je;;;
n';;;
ai;;;
pas;;;
apporte;;;
"
";;;
ma;;;
lyre;;;
.;;;
"
";;;
0;;;
N';;;
oubliez;;;
pas;;;
de;;;
l';;;
apporter;;;
la;;;
prochaine;;;
fois;;;
0;;;
me;;;
fit;;;
le;;;
bon;;;
"
";;;
Pierrotte;LOC;;
0;;;
qui;;;
prit;;;
cette;;;
metaphore;;;
au;;;
pied;;;
de;;;
la;;;
lettre;;;
.;;;
ILe;PER;;
pauvre;;;
"
";;;
homme;;;
croyait;;;
tres;;;
sincerement;;;
que;;;
j';;;
avais;;;
une;;;
lyre;;;
et;;;
que;;;
j';;;
en;;;
jouais;;;
"
";;;
comme;;;
son;;;
commis;;;
jouait;;;
de;;;
la;;;
flte;;;
...;;;
Ahl;PER;;
Jacques;PER;;
m';;;
avait;;;
bien;;;
pre-;;;
"
";;;
venu;;;
qu';;;
il;;;
m';;;
amenait;;;
dans;;;
un;;;
drole;;;
de;;;
mondel;;;
"
";;;
Vers;;;
onze;;;
heures;;;
0;;;
on;;;
servit;;;
le;;;
the;;;
.;;;
Mlle;PER;;
Pierrotte;PER;;
allait;;;
0;;;
venait;;;
dans;;;
"
";;;
le;;;
salon;;;
0;;;
offrant;;;
le;;;
sucre;;;
0;;;
versant;;;
le;;;
lait;;;
0;;;
le;;;
sourire;;;
sur;;;
les;;;
levres;;;
0;;;
le;;;
"
";;;
petit;;;
doigt;;;
en;;;
l';;;
air;;;
.;;;
C';;;
est;;;
a;;;
ce;;;
moment;;;
de;;;
la;;;
soiree;;;
que;;;
je;;;
revis;;;
les;;;
yeux;;;
"
";;;
noirs;;;
.;;;
Ils;;;
apparurent;;;
tout;;;
a;;;
coup;;;
devant;;;
moi;;;
0;;;
lumineux;;;
et;;;
sympathiques;;;
0;;;
"
";;;
puis;;;
s';;;
eclipserent;;;
de;;;
nouveau;;;
avant;;;
que;;;
j';;;
eusse;;;
pu;;;
leur;;;
parler;;;
...;;;
Alors;;;
"
";;;
seulement;;;
je;;;
m';;;
apergus;;;
d';;;
une;;;
chose;;;
0;;;
c';;;
est;;;
q';;;
il;;;
y;;;
avait;;;
en;;;
Mle;MISC;;
Pierrotte;MISC;;
"
";MISC;;
deux;MISC;;
etres;MISC;;
tres;MISC;;
distincts;;;
:;;;
d';;;
abord;;;
Mlle;PER;;
Pierrotte;PER;;
0;;;
une;;;
petite;;;
bourgeoisergo;;;
"
";;;
LE;MISC;;
PETIT;MISC;;
CHOSE;MISC;;
"
";;;
h;;;
bandeaux;;;
plats;;;
0;;;
bien;;;
faite;;;
pour;;;
troner;;;
dans;;;
l';;;
ancienne;;;
maison;;;
"
";;;
Lalouette;PER;;
";";;;
et;;;
puis;;;
0;;;
les;;;
yeux;;;
noirs;;;
0;;;
ces;;;
grands;;;
yeux;;;
poetiques;;;
qui;;;
s';;;
ou-;;;
"
";;;
vraient;;;
comme;;;
deux;;;
fleurs;;;
de;;;
velours;;;
et;;;
n';;;
avaient;;;
qu';;;
a;;;
paraitre;;;
pour;;;
"
";;;
transfigurer;;;
cet;;;
interieur;;;
de;;;
quincailliers;;;
burlesques;;;
.;;;
Mlle;PER;;
Pierrotte;PER;;
0;;;
"
";;;
je;;;
n';;;
en;;;
aurais;;;
pas;;;
voulu;;;
pour;;;
rien;;;
au;;;
monde;;;
";";;;
mais;;;
les;;;
yeux;;;
noirs;;;
...;;;
"
";;;
ohl;;;
les;;;
yeux;;;
noirsl;PER;;
...;;;
"
";;;
Enfin;;;
0;;;
l';;;
heure;;;
du;;;
depart;;;
arriva;;;
.;;;
C';;;
est;;;
MIe;PER;;
Lalouette;PER;;
qui;;;
donna;;;
le;;;
"
";;;
signal;;;
.;;;
Elle;;;
roula;;;
son;;;
mari;;;
dans;;;
un;;;
grand;;;
tartan;;;
et;;;
l';;;
emporta;;;
sous;;;
son;;;
"
";;;
bras;;;
comme;;;
une;;;
vieille;;;
momie;;;
entouree;;;
de;;;
bandelettes;;;
.;;;
Derriere;;;
eux;;;
0;;;
"
";;;
Pierrotte;LOC;;
nous;;;
garda;;;
encore;;;
longtemps;;;
sur;;;
le;;;
palier;;;
a;;;
nous;;;
faire;;;
des;;;
"
";;;
discours;;;
interminables;;;
:;;;
Ah;MISC;;
cal;MISC;;
monsieur;MISC;;
Daniel;MISC;;
0;;;
maintenant;;;
que;;;
"
";;;
vous;;;
connaissez;;;
la;;;
maison;;;
0;;;
j';;;
espere;;;
qu';;;
on;;;
vous;;;
y;;;
verra;;;
.;;;
Nous;;;
n';;;
avons;;;
"
";;;
jamais;;;
grand;;;
monde;;;
0;;;
mais;;;
du;;;
monde;;;
choisi;;;
...;;;
c';;;
est;;;
bien;;;
le;;;
cas;;;
de;;;
le;;;
"
";;;
dire;;;
...;;;
D';;;
abord;;;
M.;PER;;
et;;;
Mme;PER;;
Lalouette;PER;;
0;;;
mes;;;
anciens;;;
patrons;;;
";";;;
puis;;;
"
";;;
Mme;PER;;
Tribou;PER;;
0;;;
une;;;
dame;;;
du;;;
plus;;;
grand;;;
merite;;;
0;;;
avec;;;
qui;;;
vous;;;
pourrez;;;
"
";;;
causer;;;
";";;;
puis;;;
mon;;;
commis;;;
0;;;
un;;;
bon;;;
garcon;;;
qui;;;
nous;;;
joue;;;
quelquefois;;;
"
";;;
de;;;
la;;;
fltte;;;
...;;;
c';;;
est;;;
bien;;;
le;;;
cas;;;
de;;;
le;;;
dire;;;
...;;;
Vous;;;
ferez;;;
des;;;
duos;;;
tous;;;
les;;;
"
";;;
deux;;;
.;;;
Ce;;;
sera;;;
gentil.n;;;
"
";;;
;;;
objectai;PER;;
timidement;;;
que;;;
j';;;
etait;;;
fort;;;
occupe;;;
0;;;
et;;;
que;;;
je;;;
ne;;;
pourrais;;;
"
";;;
peut;;;
0;;;
etre;;;
pas;;;
venir;;;
aussi;;;
souvent;;;
que;;;
je;;;
le;;;
desirerais;;;
.;;;
"
";;;
Cela;;;
le;;;
fit;;;
rire;;;
:;;;
"
";;;
0;;;
Allons;;;
doncl;PER;;
occupe;;;
0;;;
monsieur;;;
Daniel;PER;;
...;;;
On;;;
les;;;
connait;;;
vos;;;
"
";;;
occupations;;;
ha;;;
vous;;;
autres;;;
0;;;
dans;;;
le;;;
quartier;;;
Latin;MISC;;
...;;;
c';;;
est;;;
bien;;;
le;;;
cas;;;
"
";;;
de;;;
le;;;
dire;;;
...;;;
on;;;
doit;;;
avoir;;;
par;;;
lha;ORG;;
quelque;;;
grisette;;;
.;;;
"
";;;
0;;;
Le;;;
fait;;;
est;;;
0;;;
dit;;;
acques;;;
0;;;
en;;;
riant;;;
aussi;;;
0;;;
que;;;
Mlle;PER;;
Coucou;PER;;
0;PER;;
Blanc;PER;;
...;;;
"
";;;
ne;;;
manque;;;
pas;;;
d';;;
attraits;;;
.;;;
"
";;;
Ce;;;
nom;;;
de;;;
Coucou;LOC;;
0;LOC;;
Blanc;LOC;;
mit;;;
le;;;
comble;;;
a;;;
l';;;
hilarite;;;
de;;;
Pierrotte;LOC;;
.;;;
"
";;;
0;;;
Comment;;;
dites;;;
-vous;;;
cela;;;
0;;;
monsieur;;;
Jacques;PER;;
?;;;
...;;;
Coucou;PER;;
0;PER;;
Blanc;PER;;
?;;;
"
";;;
Elle;;;
s';;;
appelle;;;
Coucou;LOC;;
0;LOC;;
Blanc;LOC;;
...;;;
Hel;PER;;
hel;PER;;
hel;PER;;
voyez;;;
-vous;;;
ce;;;
gaillard;;;
0;;;
l;;;
...;;;
"
";;;
a;;;
son;;;
age;;;
...;;;
Il;;;
s';;;
arreta;;;
court;;;
en;;;
s';;;
apercevant;;;
que;;;
sa;;;
fille;;;
l';;;
ecoutait;;;
";";;;
"
";;;
mais;;;
nous;;;
etions;;;
au;;;
bas;;;
de;;;
l';;;
escalier;;;
que;;;
nous;;;
entendions;;;
encore;;;
son;;;
"
";;;
gros;;;
rire;;;
qui;;;
faisait;;;
trembler;;;
la;;;
rampe;;;
...;;;
"
";;;
0;;;
Eh;;;
bienl;;;
comment;;;
les;;;
trouves;;;
0;;;
tu;;;
 ;;;
me;;;
dit;;;
acques;;;
0;;;
des;;;
que;;;
nous;;;
"
";;;
fmes;MISC;;
dehors;;;
.;;;
"
";;;
0;;;
Mon;;;
cher;;;
0;;;
MI;LOC;;
.;;;
Lalouette;PER;;
est;;;
bien;;;
laid;;;
0;;;
mais;;;
Mlle;PER;;
Pierrotte;PER;;
est;;;
"
";;;
charmante;;;
.;;;
"
";;;
--;;;
N';;;
est;;;
-ce;;;
pas;;;
me;;;
fit;;;
le;;;
pauvre;;;
amoureux;;;
avec;;;
une;;;
telle;;;
vivacite;;;
"
";;;
que;;;
je;;;
ne;;;
pus;;;
m';;;
empecher;;;
de;;;
rire;;;
.;;;
LE;;;
ROMAN;;;
DE;MISC;;
PIERROTTE;MISC;;
"
";MISC;;
5I;MISC;;
"
";MISC;;
0;MISC;;
Allonsl;MISC;;
Jacques;MISC;;
0;;;
tu;;;
t';;;
es;;;
trahi;;;
0;;;
lui;;;
dis;;;
-je;;;
en;;;
lui;;;
prenant;;;
la;;;
main;;;
.;;;
"
";;;
Ce;;;
soir;;;
0;;;
la;;;
0;;;
nous;;;
nous;;;
promenames;;;
bien;;;
tard;;;
le;;;
long;;;
des;;;
quais;;;
.;;;
A;;;
"
";;;
nos;;;
pieds;;;
0;;;
la;;;
riviere;;;
tranquille;;;
et;;;
noire;;;
roulait;;;
comme;;;
des;;;
perles;;;
des;;;
"
";;;
milliers;;;
de;;;
petites;;;
etoiles;;;
.;;;
Les;;;
amarres;;;
des;;;
gros;;;
bateaux;;;
criaient;;;
.;;;
"
";;;
C';;;
etait;;;
plaisir;;;
de;;;
marcher;;;
doucement;;;
dans;;;
l';;;
ombre;;;
et;;;
d';;;
entendre;;;
"
";;;
Jacques;PER;;
me;;;
parler;;;
d';;;
amour;;;
...;;;
Il;;;
aimait;;;
de;;;
toute;;;
son;;;
ame;;;
";";;;
mais;;;
on;;;
ne;;;
"
";;;
l';;;
aimait;;;
pas;;;
0;;;
il;;;
savait;;;
bien;;;
qu';;;
on;;;
ne;;;
l';;;
aimait;;;
pas;;;
.;;;
"
";;;
0;;;
Alors;;;
0;;;
acques;;;
0;;;
c';;;
est;;;
qu';;;
elle;;;
en;;;
aime;;;
un;;;
autre;;;
0;;;
sans;;;
doute;;;
.;;;
"
";;;
0;;;
Non;;;
0;;;
Daniel;PER;;
0;;;
je;;;
ne;;;
crois;;;
pas;;;
qu';;;
avant;;;
ce;;;
soir;;;
elle;;;
ait;;;
encore;;;
aime;;;
"
";;;
personne;;;
.;;;
"
";;;
0;;;
Avant;;;
ce;;;
soirl;;;
acques;;;
0;;;
que;;;
veux;;;
0;;;
tu;;;
dire;;;
"
";;;
0;PER;;
Damel;PER;;
c';;;
est;;;
que;;;
tout;;;
le;;;
monde;;;
t';;;
aime;;;
0;;;
toi;;;
0;;;
Daniel;PER;;
...;;;
et;;;
elle;;;
"
";;;
pourrait;;;
bien;;;
t';;;
aimer;;;
aussi;;;
.;;;
"
";;;
Pauvre;;;
cher;;;
