Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
,;;;;;
alle;PER;PER;PER;PER;PER
enprendru;PER;PER;PER;PER;PER
l';;;;;
habitude;;;;;
,;;;;;
puis;;;;;
"
";;;;;
elle;;;;;
ne;;;;;
voudu;MISC;MISC;MISC;MISC;MISC
plus;;;;;
rester;;;;;
au;;;;;
lit;;;;;
.;;;;;
"
";;;;;
-;;;;;
Ne;;;;;
voilh;;;;;
-t;;;;;
-il;;;;;
pas;;;;;
un;;;;;
grand;;;;;
malheurl;;;;;
vous;;;;;
"
";;;;;
etes;;;;;
six;;;;;
femmes;;;;;
iei;;;;;
,;;;;;
et;;;;;
vous;;;;;
no;;;;;
pouvez;;;;;
pas;;;;;
tenir;;;;;
"
";;;;;
celte;;;;;
petite;;;;;
les;;;;;
unes;;;;;
ou;;;;;
les;;;;;
autresl;;;;;
Si;;;;;
c';;;;;
tait;;;;;
aussi;;;;;
"
";;;;;
bioen;PER;PER;PER;PER;PER
lonfiuant;PER;PER;PER;PER;PER
de;;;;;
losphino;PER;PER;PER;PER;PER
,;;;;;
tu;;;;;
no;;;;;
lo;;;;;
laisserais;;;;;
pns;;;;;
"
";;;;;
comme;;;;;
gal;ORG;ORG;ORG;ORG;ORG
"
";;;;;
-Mais;;;;;
,;;;;;
notre;;;;;
maltre;;;;;
,;;;;;
ce;;;;;
nest;;;;;
pas;;;;;
la;;;;;
memechose;;;;;
.;;;;;
"
";;;;;
-;;;;;
El;;;;;
moi;;;;;
je;;;;;
dis;;;;;
quo;;;;;
si;;;;;
,;;;;;
entends;;;;;
-;;;;;
tu;;;;;
s;;;;;
"
";;;;;
ktienne;;;;;
urani;;;;;
revdant;;;;;
du;;;;;
rgiment;;;;;
pour;;;;;
onser;;;;;
"
";;;;;
Ioshine;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Etienne;PER;PER;PER;PER;PER
Durand;PER;PER;PER;PER;PER
revint;;;;;
au;;;;;
bout;;;;;
de;;;;;
huit;;;;;
mois;;;;;
,;;;;;
"
";;;;;
comme;;;;;
il;;;;;
l';;;;;
avait;;;;;
promis;;;;;
.;;;;;
Il;;;;;
passa;;;;;
au;;;;;
Grand-Bail;LOC;LOC;LOC;LOC;LOC
"
";;;;;
avant;;;;;
d';;;;;
aller;;;;;
chez;;;;;
ason;PER;PER;PER;PER;PER
pbre;PER;PER;PER;PER;PER
,;;;;;
tant;;;;;
il;;;;;
tat;;;;;
impatient;;;;;
"
";;;;;
de;;;;;
savoirparlui;;;;;
-;;;;;
memesi;;;;;
losphinelavait;;;;;
atitendu;;;;;
.;;;;;
"
";;;;;
On;;;;;
fut;;;;;
bien;;;;;
content;;;;;
de;;;;;
le;;;;;
revoir;;;;;
,;;;;;
et;;;;;
,;;;;;
un;;;;;
mois;;;;;
apres;;;;;
"
";;;;;
son;;;;;
retour;;;;;
,;;;;;
on;;;;;
fit;;;;;
la;;;;;
noce;;;;;
ches;;;;;
ses;;;;;
parents;;;;;
,;;;;;
dont;;;;;
la;;;;;
"
";;;;;
ferme;;;;;
n'6tait;;;;;
qu';;;;;
i;;;;;
un;;;;;
quart;;;;;
de;;;;;
lieue;;;;;
du;;;;;
Grand-;LOC;LOC;LOC;LOC;LOC
"
";LOC;LOC;LOC;LOC;LOC
Bail;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
a;;;;;
Qu';;;;;
est;;;;;
devenu;;;;;
ton;;;;;
ceapitaine;;;;;
t;;;;;
dit;;;;;
mattreIixier;;;;;
"
";;;;;
on;;;;;
ramenant;;;;;
sa;;;;;
fille;;;;;
chcz;PER;PER;PER;PER;PER
lui;;;;;
.;;;;;
"
";;;;;
-;;;;;
Il;;;;;
a;;;;;
eu;;;;;
de;;;;;
l';;;;;
avaneement;;;;;
,;;;;;
et;;;;;
on;;;;;
la;;;;;
envoy6;;;;;
en;;;;;
"
";;;;;
Afrique;LOC;LOC;LOC;LOC;LOC
.;;;;;
18;;;;;
"
";;;;;
TROISIkMR;MISC;MISC;MISC;MISC;MISC
PARTIR;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
Un;;;;;
jour;;;;;
que;;;;;
le;;;;;
pbr;;;;;
Iixier;;;;;
dinait;;;;;
h;;;;;
sa;;;;;
petite;;;;;
t-;;;;;
"
";;;;;
ble;;;;;
,;;;;;
omme;PER;PER;PER;PER;PER
i;PER;PER;PER;PER;PER
aon;PER;PER;PER;PER;PER
ordinaire;;;;;
,;;;;;
son;;;;;
gndre;;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
a;;;;;
Quel;;;;;
proflt;PER;PER;PER;PER;PER
trouve;;;;;
-vous;;;;;
dono;;;;;
,;;;;;
mon;;;;;
pbro;;;;;
,;;;;;
a;;;;;
"
";;;;;
manger;;;;;
du;;;;;
pain;;;;;
d';;;;;
orgat;;;;;
C';;;;;
est;;;;;
un;;;;;
mauvais;;;;;
nou;;;;;
"
";;;;;
riture;;;;;
:;;;;;
il;;;;;
on;;;;;
fhut;;;;;
une;;;;;
trbs;;;;;
-;;;;;
grande;;;;;
quantit6;MISC;MISC;MISC;MISC;MISC
,;;;;;
et;;;;;
il;;;;;
"
";;;;;
n';;;;;
y;;;;;
a;;;;;
pas;;;;;
de;;;;;
pain;;;;;
qui;;;;;
s;;;;;
patrisse;;;;;
plus;;;;;
mal;;;;;
ni;;;;;
qui;;;;;
"
";;;;;
soit;;;;;
plus;;;;;
diffieil;;;;;
h;;;;;
oonserver;;;;;
.;;;;;
"
";;;;;
--;;;;;
Et;;;;;
que;;;;;
veux;;;;;
-;;;;;
tu;;;;;
quo;;;;;
je;;;;;
fasse;;;;;
de;;;;;
mon;;;;;
oge;;;;;
,;;;;;
"
";;;;;
Etionnel;LOC;LOC;LOC;LOC;LOC
"
";;;;;
--;;;;;
Il;;;;;
n';;;;;
an;;;;;
faut;;;;;
pas;;;;;
rcolter;;;;;
du;;;;;
tout;;;;;
,;;;;;
oudumoins;;;;;
"
";;;;;
n;;;;;
en;;;;;
r6eolter;;;;;
que;;;;;
hien;;;;;
peu;;;;;
.;;;;;
Dans;;;;;
un;;;;;
pays;;;;;
 ;;;;;
fro-;;;;;
"
";;;;;
ment;;;;;
comme;;;;;
eelui;;;;;
-;;;;;
ci;;;;;
,;;;;;
';;;;;
est;;;;;
une;;;;;
duperie;;;;;
que;;;;;
de;;;;;
ase-;;;;;
"
";;;;;
mer;;;;;
de;;;;;
l';;;;;
orge;;;;;
.;;;;;
"
";;;;;
-Mais;;;;;
jene;PER;PER;PER;PER;PER
peuxpas;PER;PER;PER;PER;PER
toujours;;;;;
fairo;PER;PER;PER;PER;PER
du;;;;;
froment;;;;;
";";;;;;
"
";;;;;
la;;;;;
troisime;;;;;
ann6e;;;;;
,;;;;;
il;;;;;
faut;;;;;
bien;;;;;
oceuper;;;;;
les;;;;;
terres;;;;;
.;;;;;
"
";;;;;
-;;;;;
D';;;;;
abord;;;;;
,;;;;;
mon;;;;;
pbre;;;;;
,;;;;;
vous;;;;;
en;;;;;
laboures;;;;;
trop;;;;;
"
";;;;;
si;;;;;
vonus;PER;PER;PER;PER;PER
en;;;;;
faisiez;;;;;
un;;;;;
tiers;;;;;
de;;;;;
moins;;;;;
,;;;;;
ells;;;;;
seraient;;;;;
"
";;;;;
mieuxfum6es;;;;;
,;;;;;
elles;;;;;
vous;;;;;
eoiteraient;;;;;
moins;;;;;
de;;;;;
fa-;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
eon;PER;PER;PER;PER;PER
et;;;;;
vous;;;;;
recolteriez;;;;;
autant;;;;;
.;;;;;
"
";;;;;
-;;;;;
Cast;;;;;
pourtant;;;;;
vrai;;;;;
,;;;;;
ee;;;;;
que;;;;;
tu;;;;;
dis;;;;;
-;;;;;
l;;;;;
,;;;;;
Etiennel;ORG;ORG;ORG;ORG;ORG
"
";;;;;
mais;;;;;
il;;;;;
faut;;;;;
cependant;;;;;
que;;;;;
mes;;;;;
terres;;;;;
soient;;;;;
oe-;;;;;
"
";;;;;
cupes;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
.;;;;;
--;;;;;
Eh;PER;PER;PER;PER;PER
bienl;PER;PER;PER;PER;PER
vous;;;;;
sbmeres;;;;;
deux;;;;;
fois;;;;;
plus;;;;;
de;;;;;
trb-;;;;;
"
";;;;;
fle;ORG;ORG;ORG;ORG;ORG
et;;;;;
de;;;;;
sainfoin;;;;;
";";;;;;
vous;;;;;
elbverer;;;;;
du;;;;;
b6tail;ORG;ORG;ORG;ORG;ORG
qui;;;;;
vous;;;;;
"
";;;;;
rapportera;;;;;
de;;;;;
bon;;;;;
argent;;;;;
,;;;;;
et;;;;;
vous;;;;;
pourrez;;;;;
fumer;;;;;
"
";;;;;
davantage;;;;;
vos;;;;;
terres;;;;;
et;;;;;
lesameliorer;LOC;LOC;LOC;LOC;LOC
.;;;;;
Cest;;;;;
eomme;;;;;
"
";;;;;
vos;;;;;
foins;;;;;
:;;;;;
vous;;;;;
les;;;;;
ocoupas;;;;;
beauoup;;;;;
trop;;;;;
tard;;;;;
,;;;;;
"
";;;;;
lorsqu';;;;;
ils;;;;;
sont;;;;;
dja;MISC;MISC;MISC;MISC;MISC
durs;;;;;
.;;;;;
Ordinairement;;;;;
,;;;;;
vers;;;;;
la;;;;;
"
";;;;;
fn;ORG;ORG;ORG;ORG;ORG
demsi;;;;;
,;;;;;
il;;;;;
y;;;;;
a;;;;;
un;;;;;
vent;;;;;
qui;;;;;
souffle;;;;;
entre;;;;;
le;;;;;
nord;;;;;
"
";;;;;
et;;;;;
le;;;;;
levant;;;;;
,;;;;;
et;;;;;
qui;;;;;
donne;;;;;
du;;;;;
beau;;;;;
temps;;;;;
pour;;;;;
une;;;;;
"
";;;;;
bonne;;;;;
semaine;;;;;
au;;;;;
moins;;;;;
.;;;;;
Coupe;;;;;
votre;;;;;
foin;;;;;
alors;;;;;
";";;;;;
"
";;;;;
vous;;;;;
en;;;;;
aurez;;;;;
davantago;;;;;
,;;;;;
ilaura;;;;;
plus;;;;;
de;;;;;
got;;;;;
,;;;;;
etJRANR;;;;;
APOUSE;ORG;ORG;ORG;ORG;ORG
ET;;;;;
MIERR;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
19;;;;;
"
";;;;;
vos;;;;;
betes;;;;;
le;;;;;
mangeront;;;;;
sans;;;;;
en;;;;;
gaspiller;;;;;
";";;;;;
et;;;;;
puis;;;;;
"
";;;;;
v0s;PER;PER;PER;PER;PER
regains;;;;;
seront;;;;;
plus;;;;;
preeooes;;;;;
,;;;;;
vous;;;;;
les;;;;;
serre-;;;;;
"
";;;;;
rea;ORG;ORG;ORG;ORG;ORG
avant;;;;;
les;;;;;
pluies;;;;;
dautomne;;;;;
,;;;;;
qui;;;;;
les;;;;;
gatent;;;;;
si;;;;;
"
";;;;;
souvent;;;;;
,;;;;;
Voule;PER;PER;PER;PER;PER
-vous;;;;;
me;;;;;
laissar;PER;PER;PER;PER;PER
essayer;;;;;
eette;PER;PER;PER;PER;PER
anne;PER;PER;PER;PER;PER
?;;;;;
"
";;;;;
';;;;;
ai;;;;;
bien;;;;;
observ6;;;;;
co;;;;;
que;;;;;
j';;;;;
ai;;;;;
vu;;;;;
dans;;;;;
les;;;;;
autres;;;;;
"
";;;;;
payas;;;;;
,;;;;;
et;;;;;
je;;;;;
voudrais;;;;;
mieux;;;;;
faire;;;;;
qu';;;;;
on;;;;;
ne;;;;;
fait;;;;;
ici;;;;;
.;;;;;
"
";;;;;
C';;;;;
est;;;;;
comme;;;;;
les;;;;;
moutons;;;;;
,;;;;;
 ;;;;;
qui;;;;;
vous;;;;;
ne;;;;;
faites;;;;;
de;;;;;
"
";;;;;
litibre;;;;;
que;;;;;
tous;;;;;
les;;;;;
mois;;;;;
,;;;;;
et;;;;;
dont;;;;;
la;;;;;
bergerie;;;;;
n';;;;;
est;;;;;
"
";;;;;
nettoyee;;;;;
que;;;;;
deux;;;;;
fois;;;;;
par;;;;;
an;;;;;
";";;;;;
croyeaz;;;;;
-vous;;;;;
y;;;;;
trou-;;;;;
"
";;;;;
ver;;;;;
du;;;;;
profit;;;;;
?;;;;;
Mettez;PER;PER;PER;PER;PER
done;PER;PER;PER;PER;PER
souvent;;;;;
de;;;;;
la;;;;;
litibre;;;;;
,;;;;;
"
";;;;;
etqu;PER;PER;PER;PER;PER
on;PER;PER;PER;PER;PER
ote;PER;PER;PER;PER;PER
le;;;;;
fumier;;;;;
tous;;;;;
les;;;;;
mois;;;;;
";";;;;;
le;;;;;
chaume;;;;;
no;;;;;
"
";;;;;
manque;;;;;
pus;;;;;
iei;;;;;
,;;;;;
et;;;;;
vous;;;;;
verrez;;;;;
vos;;;;;
betesl;;;;;
n;;;;;
"
";;;;;
Lo;PER;PER;PER;PER;PER
pere;PER;PER;PER;PER;PER
Tixier;PER;PER;PER;PER;PER
,;;;;;
qui;;;;;
n';;;;;
atait;;;;;
pas;;;;;
tetu;;;;;
,;;;;;
fit;;;;;
ce;;;;;
quu;;;;;
"
";;;;;
voulait;;;;;
son;;;;;
gendre;;;;;
.;;;;;
Il;;;;;
cultiva;;;;;
aussi;;;;;
des;;;;;
betteraves;;;;;
"
";;;;;
ut;;;;;
des;;;;;
carottes;;;;;
dans;;;;;
ses;;;;;
terrains;;;;;
legers;;;;;
,;;;;;
et;;;;;
il;;;;;
s';;;;;
en;;;;;
"
";;;;;
trouva;;;;;
bien;;;;;
.;;;;;
"
";;;;;
Simon;PER;PER;PER;PER;PER
tire;;;;;
au;;;;;
sart;PER;PER;PER;PER;PER
et;;;;;
amine;;;;;
un;;;;;
mamvais;;;;;
nnmiro;;;;;
.;;;;;
"
";;;;;
Le;;;;;
jour;;;;;
du;;;;;
tirage;;;;;
approehait;;;;;
:;;;;;
mattre;;;;;
ixier;;;;;
"
";;;;;
consulta;;;;;
son;;;;;
gendre;;;;;
pour;;;;;
savoir;;;;;
s';;;;;
il;;;;;
valait;;;;;
mieux;;;;;
"
";;;;;
mettre;;;;;
 ;;;;;
lassurance;;;;;
pour;;;;;
Simon;PER;PER;PER;PER;PER
que;;;;;
de;;;;;
courir;;;;;
la;;;;;
"
";;;;;
chanee;;;;;
de;;;;;
tirer;;;;;
un;;;;;
bon;;;;;
numero;;;;;
,;;;;;
quitte;;;;;
 ;;;;;
chercher;;;;;
"
";;;;;
un;;;;;
homme;;;;;
si;;;;;
lon;PER;PER;PER;PER;PER
en;;;;;
avait;;;;;
besoin;;;;;
.;;;;;
"
";;;;;
a;;;;;
Moi;MISC;MISC;MISC;MISC;MISC
,;MISC;;MISC;MISC;
dit;MISC;MISC;MISC;MISC;MISC
Etienne;MISC;MISC;MISC;MISC;MISC
,;;;;;
je;;;;;
vous;;;;;
conseille;;;;;
de;;;;;
nefaire;;;;;
"
";;;;;
ni;;;;;
l';;;;;
un;;;;;
ni;;;;;
lautre;;;;;
.;;;;;
Si;;;;;
votre;;;;;
fils;;;;;
tire;;;;;
un;;;;;
mauvais;;;;;
nu-;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
mero;PER;PER;PER;PER;PER
,;;;;;
laisses;;;;;
-;;;;;
le;;;;;
partir;;;;;
";";;;;;
rien;;;;;
ne;;;;;
fat;;;;;
plus;;;;;
de;;;;;
bien;;;;;
h;;;;;
"
";;;;;
un;;;;;
garon;;;;;
que;;;;;
de;;;;;
voir;;;;;
un;;;;;
peu;;;;;
de;;;;;
pays;;;;;
:;;;;;
ga;;;;;
lui;;;;;
ou-;;;;;
"
";;;;;
vre;;;;;
les;;;;;
ides;;;;;
.;;;;;
Je;;;;;
serais;;;;;
bien;;;;;
fach6;;;;;
dtre;;;;;
rest6;;;;;
che;;;;;
];;;;;
"
";;;;;
nous;;;;;
,;;;;;
au;;;;;
lieu;;;;;
d';;;;;
aller;;;;;
au;;;;;
regiment;;;;;
.;;;;;
Je;;;;;
nesavais;;;;;
rien;;;;;
"
";;;;;
quand;;;;;
je;;;;;
suis;;;;;
parti;;;;;
,;;;;;
et;;;;;
maintenant;;;;;
je;;;;;
sais;;;;;
liro;;;;;
,;;;;;
"
";;;;;
6erire;;;;;
et;;;;;
parfaitement;;;;;
eompter;;;;;
.;;;;;
J';;;;;
ai;;;;;
ouhlie;;;;;
touts180;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
ROISIiE;PER;PER;PER;PER;PER
PARTIE;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
les;;;;;
btises;;;;;
quan;;;;;
s;;;;;
maet;;;;;
dans;;;;;
la;;;;;
tAta;MISC;MISC;MISC;MISC;MISC
quand;;;;;
on;;;;;
n';;;;;
aest;;;;;
"
";;;;;
jamais;;;;;
sarti;;;;;
d;;;;;
son;;;;;
ndrait;;;;;
,;;;;;
at;MISC;MISC;MISC;MISC;MISC
ai;MISC;MISC;MISC;MISC;MISC
do;MISC;MISC;MISC;MISC;MISC
rste;MISC;MISC;MISC;MISC;MISC
lee;MISC;MISC;MISC;MISC;MISC
"
";;;;;
quinze;;;;;
eents;;;;;
franes;;;;;
qu';;;;;
un;;;;;
homme;;;;;
maurait;;;;;
eotA.;;;;;
"
";;;;;
Eat;MISC;MISC;MISC;MISC;MISC
-;MISC;MISC;MISC;MISC;MISC
ee;MISC;MISC;MISC;MISC;MISC
qu;MISC;MISC;MISC;MISC;MISC
tu;MISC;MISC;MISC;MISC;MISC
as;MISC;MISC;MISC;MISC;MISC
peur;MISC;MISC;MISC;MISC;MISC
de;MISC;MISC;MISC;MISC;MISC
partis;MISC;MISC;MISC;MISC;MISC
,;;;;;
Simonr;PER;PER;PER;PER;PER
"
 ";PER;PER;PER;PER;PER
iia;PER;PER;PER;PER;PER
non;;;;;
,;;;;;
p;PER;PER;PER;PER;PER
urop;PER;PER;PER;PER;PER
";";;;;;
vaiiaais;PER;PER;PER;PER;PER
bisn;PER;PER;PER;PER;PER
 ;PER;PER;;PER;PER
wsir;PER;PER;PER;PER;PER
"
";;;;;
du;;;;;
pays;;;;;
.;;;;;
"
";;;;;
-;;;;;
.;;;;;
Iu;LOC;LOC;LOC;LOC;LOC
as;;;;;
raison;;;;;
,;;;;;
mon;;;;;
frbre;;;;;
";";;;;;
d';;;;;
ailleurs;;;;;
,;;;;;
lon;;;;;
ap-;;;;;
"
";;;;;
prend;;;;;
a;;;;;
obeir;;;;;
quand;;;;;
on;;;;;
est;;;;;
au;;;;;
eorps;;;;;
";";;;;;
et;;;;;
quuand;;;;;
on;;;;;
"
";;;;;
sait;;;;;
bien;;;;;
obeir;;;;;
,;;;;;
on;;;;;
sait;;;;;
hien;PER;PER;PER;PER;PER
ommander;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
lLo;;;;;
pre;PER;PER;PER;PER;PER
Tixier;PER;PER;PER;PER;PER
suivit;;;;;
lo;PER;PER;PER;PER;PER
eenssil;PER;PER;PER;PER;PER
de;;;;;
ee;;;;;
gesAse;;;;;
:;;;;;
"
";;;;;
le;;;;;
sort;;;;;
tomba;;;;;
sur;;;;;
son;;;;;
fils;;;;;
,;;;;;
et;;;;;
il;;;;;
attendit;;;;;
patiem-;;;;;
"
";;;;;
ment;;;;;
quon;PER;PER;PER;PER;PER
l';PER;PER;PER;PER;PER
appelat;PER;PER;PER;PER;PER
sous;;;;;
les;;;;;
drapeau-;;;;;
"
";;;;;
eanne;;;;;
veut;;;;;
se;;;;;
faire;;;;;
htir;;;;;
une;;;;;
maeisan;;;;;
.;;;;;
"
";;;;;
leanne;;;;;
dit;;;;;
un;;;;;
jour;;;;;
a;;;;;
son;;;;;
mari;;;;;
:;;;;;
"
";;;;;
a;;;;;
Grand;PER;PER;PER;PER;PER
Louis;PER;PER;PER;PER;PER
,;;;;;
losphineest;;;;;
mariee;;;;;
,;;;;;
nous;;;;;
avons;;;;;
"
";;;;;
un;;;;;
enfant;;;;;
,;;;;;
nous;;;;;
pouvons;;;;;
en;;;;;
avoir;;;;;
d';;;;;
autres;;;;;
:;;;;;
ilfaut;;;;;
"
";;;;;
songer;;;;;
a;;;;;
nous;;;;;
retirer;;;;;
,;;;;;
mon;;;;;
homme;;;;;
";";;;;;
nous;;;;;
com-;;;;;
"
";;;;;
menguns;;;;;
h;;;;;
8tre;;;;;
de;;;;;
trop;;;;;
dans;;;;;
la;;;;;
maison;;;;;
.;;;;;
"
";;;;;
-;;;;;
le;;;;;
erois;;;;;
que;;;;;
tu;;;;;
as;;;;;
raison;;;;;
,;;;;;
ma;;;;;
femme;;;;;
";";;;;;
mais;;;;;
"
";;;;;
oih;;;;;
aller;;;;;
demeurert;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
-J';PER;PER;PER;PER;PER
ai;PER;PER;PER;PER;PER
envio;PER;PER;PER;PER;PER
de;;;;;
bAtir;LOC;LOC;LOC;LOC;LOC
une;;;;;
petite;;;;;
maison;;;;;
bien;;;;;
"
";;;;;
propre;;;;;
,;;;;;
bien;;;;;
oommode;;;;;
,;;;;;
aveo;LOC;LOC;LOC;LOC;LOC
un;;;;;
jardin;;;;;
par;;;;;
de-;;;;;
"
";;;;;
vant;;;;;
.;;;;;
Qu';;;;;
en;;;;;
dis;;;;;
-;;;;;
tuf;;;;;
"
";;;;;
-Ie;;;;;
dis;;;;;
que;;;;;
ga;;;;;
nous;;;;;
eotera;;;;;
beauooup;;;;;
";";;;;;
mis;;;;;
"
";;;;;
oe;;;;;
serait;;;;;
bien;;;;;
mieux;;;;;
.;;;;;
Et;;;;;
puis;;;;;
les;;;;;
gens;;;;;
qui;;;;;
sontlo-;;;;;
"
";;;;;
gis;ORG;ORG;ORG;ORG;ORG
ches;ORG;ORG;ORG;ORG;ORG
eux;;;;;
font;;;;;
meilleure;;;;;
igure;;;;;
"
";;;;;
-;;;;;
Iiens;LOC;LOC;LOC;LOC;LOC
,;;;;;
grand;;;;;
Louis;PER;PER;PER;PER;PER
,;;;;;
il;;;;;
faut;;;;;
la;;;;;
htir;;;;;
sur;;;;;
l;;;;;
"
";;;;;
pise;LOC;LOC;LOC;LOC;LOC
de;;;;;
terre;;;;;
que;;;;;
jai;;;;;
asehete;;;;;
du;;;;;
pe;;;;;
olis;;;;;
";";;;;;
e';;;;;
set;;;;;
"
";;;;;
iout;;;;;
auprs;;;;;
du;;;;;
chemin;;;;;
,;;;;;
et;;;;;
la;;;;;
teno;;;;;
et;;;;;
eeelleate;;;;;
"
";;;;;
Il;;;;;
ne;;;;;
faudra;;;;;
pas;;;;;
longtemps;;;;;
pour;;;;;
qu';;;;;
elle;;;;;
fasse;;;;;
uiJANM;PER;PER;PER;PER;PER
APOI8B;PER;PER;PER;PER;PER
I;PER;PER;PER;PER;PER
MkRE;;;;;
.;;;;;
"
";;;;;
18l;;;;;
"
";;;;;
hon;PER;PER;PER;PER;PER
juardin;PER;PER;PER;PER;PER
et;;;;;
.;;;;;
une;;;;;
honna;PER;PER;PER;PER;PER
ahnevibso;PER;PER;PER;PER;PER
.;;;;;
Puarlons;MISC;MISC;MISC;MISC;MISC
-en;;;;;
"
 ";;;;;
notre;;;;;
multre;;;;;
.;;;;;
"
";;;;;
Iixiar;LOC;LOC;LOC;LOC;LOC
dit;;;;;
qu';;;;;
ils;;;;;
n';;;;;
avaient;;;;;
pa;;;;;
tort;;;;;
da;;;;;
vouloir;;;;;
"
";;;;;
ro;;;;;
hez;;;;;
eux;;;;;
,;;;;;
mais;;;;;
qu';;;;;
an;;;;;
avait;;;;;
bien;;;;;
le;;;;;
temps;;;;;
d';;;;;
y;;;;;
"
";;;;;
penser;;;;;
.;;;;;
"
";;;;;
a;;;;;
Pas;;;;;
dji;MISC;MISC;MISC;MISC;MISC
tant;;;;;
,;;;;;
maftre;MISC;MISC;MISC;MISC;MISC
";";;;;;
il;;;;;
faut;;;;;
commeneer;PER;PER;PER;PER;PER
i;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
sen;PER;PER;PER;PER;PER
oceupe;PER;PER;PER;PER;PER
:;;;;;
0n;PER;PER;PER;PER;PER
ne;;;;;
plante;;;;;
puasuno;;;;;
maisoncotnme;;;;;
"
";;;;;
un;;;;;
arbre;;;;;
.;;;;;
,;;;;;
"
";;;;;
Le;LOC;LOC;LOC;LOC;LOC
dimanehe;LOC;LOC;LOC;LOC;LOC
suivunt;LOC;LOC;LOC;LOC;LOC
,;;;;;
ils;;;;;
allrent;;;;;
voir;;;;;
le;;;;;
chp;ORG;ORG;ORG;ORG;ORG
"
";;;;;
tous;;;;;
ansemble;;;;;
.;;;;;
Ieanne;PER;PER;PER;PER;PER
expliqua;;;;;
qu';;;;;
ellevoulait;;;;;
que;;;;;
"
";;;;;
sa;;;;;
ehambre;;;;;
ft;;;;;
lev6s;;;;;
sur;;;;;
l';;;;;
table;;;;;
,;;;;;
quon;;;;;
creuse-;;;;;
"
";;;;;
ruit;;;;;
de;;;;;
deux;;;;;
pieds;;;;;
pour;;;;;
la;;;;;
rendre;;;;;
plus;;;;;
chaude;;;;;
"
";;;;;
I';;;;;
hiver;;;;;
,;;;;;
et;;;;;
qu';;;;;
elle;;;;;
demanderait;;;;;
a;;;;;
Mme;PER;PER;PER;PER;PER
Isauro;PER;PER;PER;PER;PER
,;;;;;
qui;;;;;
"
";;;;;
s6tait;;;;;
mariee;LOC;LOC;LOC;LOC;LOC
presque;;;;;
en;;;;;
meme;;;;;
temps;;;;;
qu';;;;;
elle;;;;;
,;;;;;
de;;;;;
"
";;;;;
lui;;;;;
en;;;;;
faire;;;;;
un;;;;;
dessin;;;;;
.;;;;;
"
 ";;;;;
Allons;;;;;
-;;;;;
y;;;;;
tous;;;;;
trois;;;;;
de;;;;;
ce;;;;;
pas;;;;;
,;;;;;
 ;;;;;
dit;;;;;
le;;;;;
pere;;;;;
"
";;;;;
Tixier;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Quand;;;;;
ils;;;;;
,;;;;;
furent;;;;;
.;;;;;
arriv6s;;;;;
ehez;;;;;
Mme;PER;PER;PER;PER;PER
Dmont;PER;PER;PER;PER;PER
,;;;;;
on;;;;;
"
";;;;;
leur;;;;;
fit;;;;;
vei;MISC;MISC;MISC;MISC;MISC
.;;;;;
diffarents;MISC;MISC;MISC;MISC;MISC
dessins;;;;;
de;;;;;
maisons;;;;;
.;;;;;
Jeanne;PER;PER;PER;PER;PER
"
";;;;;
en;;;;;
ehoisit;;;;;
une;;;;;
ui;;;;;
avait;;;;;
un;;;;;
petit;;;;;
perrn;;;;;
de;;;;;
dix;;;;;
"
";;;;;
marches;;;;;
sur;;;;;
le;;;;;
cite;;;;;
,;;;;;
et;;;;;
une;;;;;
galerie;;;;;
sur;;;;;
la;;;;;
faade;;;;;
.;;;;;
"
";;;;;
Le;;;;;
toit;;;;;
avanait;;;;;
d';;;;;
un;;;;;
metre;;;;;
tout;;;;;
autoeur;;;;;
pour;;;;;
ga-;PER;PER;PER;PER;PER
"
";;;;;
rantir;PER;PER;PER;PER;PER
le;PER;PER;PER;PER;PER
perron;PER;PER;PER;PER;PER
et;;;;;
la;;;;;
galerie;;;;;
";";;;;;
ce;;;;;
qui;;;;;
permetfait;;;;;
"
";;;;;
aussi;;;;;
de;;;;;
mettre;;;;;
les;;;;;
ustensiles;;;;;
de;;;;;
oulture;LOC;LOC;LOC;LOC;LOC
a;;;;;
l;;;;;
abri;;;;;
"
";;;;;
sur;;;;;
les;;;;;
deux;;;;;
autres;;;;;
ett6s;;;;;
.;;;;;
Cette;;;;;
maison;;;;;
eontenait;;;;;
"
";;;;;
d';;;;;
abond;PER;PER;PER;PER;PER
ltable;PER;PER;PER;PER;PER
en;;;;;
bas;;;;;
etun;;;;;
eellier;;;;;
aussi;;;;;
